日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元),年份
2022-02-22,空,,248,99,198,17980,停利,198.0,1950,2022
2022-02-23,多,,234,94,187,17963,移動停利,33.0,300,2022
2022-02-24,空,,262,105,209,17777,移動停利,42.0,390,2022
2022-02-25,空,,255,102,204,17618,移動停利,85.0,820,2022
2022-03-01,多,,269,108,215,17788,移動停利,113.0,1100,2022
2022-03-02,多,,264,105,211,17826,移動停利,49.0,460,2022
2022-03-03,空,,257,103,206,17927,移動停利,42.0,390,2022
2022-03-04,多,,275,110,220,17653,移動停利,115.0,1120,2022
2022-03-07,空,,295,118,236,17312,停利,236.0,2330,2022
2022-03-08,多,,306,122,245,16920,移動停利,118.0,1150,2022
2022-03-09,多,,308,123,246,16918,移動停利,61.0,580,2022
2022-03-10,多,,333,133,266,17312,移動停利,124.0,1210,2022
2022-03-11,空,,336,135,269,17324,尾盤出場,94.0,910,2022
2022-03-14,空,,331,132,265,17271,移動停利,101.0,980,2022
2022-03-15,空,,327,131,262,17118,移動停利,230.0,2270,2022
2022-03-16,空,是,334,134,268,17041,移動停利,124.0,1210,2022
2022-03-17,多,,334,134,267,17374,移動停利,76.0,730,2022
2022-03-18,空,,332,133,265,17406,移動停利,91.0,880,2022
2022-03-21,多,,321,128,257,17518,移動停利,18.0,150,2022
2022-03-22,多,,316,127,253,17538,尾盤出場,-9.0,-120,2022
2022-03-23,多,,323,129,259,17664,移動停利,51.0,480,2022
2022-03-24,空,,305,122,244,17565,停損,-122.0,-1250,2022
2022-03-25,空,,271,108,217,17673,移動停利,62.0,590,2022
2022-03-28,空,,268,107,214,17407,移動停利,83.0,800,2022
2022-03-29,空,,254,102,204,17524,移動停利,20.0,170,2022
2022-03-30,多,,233,93,186,17708,移動停利,17.0,140,2022
2022-03-31,空,,225,90,180,17722,移動停利,17.0,140,2022
2022-04-01,多,,227,91,181,17478,移動停利,37.0,340,2022
2022-04-06,空,,216,86,173,17366,停損,-86.0,-890,2022
2022-04-07,多,,223,89,178,17344,移動停利,23.0,200,2022
2022-04-08,空,,197,79,158,17185,停損,-79.0,-820,2022
2022-04-11,空,,210,84,168,17218,停利,168.0,1650,2022
2022-04-12,多,,209,84,167,16976,移動停利,72.0,690,2022
2022-04-13,多,,225,90,180,17145,尾盤出場,172.0,1690,2022
2022-04-14,空,,217,87,174,17320,移動停利,44.0,410,2022
2022-04-15,多,,230,92,184,17109,停損,-92.0,-950,2022
2022-04-18,多,,234,93,187,16917,移動停利,58.0,550,2022
2022-04-19,多,,228,91,183,17075,移動停利,27.0,240,2022
2022-04-20,空,是,229,91,183,17051,移動停利,39.0,360,2022
2022-04-21,多,,223,89,178,17196,停損,-89.0,-920,2022
2022-04-22,多,,234,94,187,16881,移動停利,55.0,520,2022
2022-04-25,空,,252,101,202,16669,移動停利,139.0,1360,2022
2022-04-26,空,,245,98,196,16628,移動停利,75.0,720,2022
2022-04-27,多,,248,99,199,16289,停損,-99.0,-1020,2022
2022-04-28,空,,250,100,200,16291,移動停利,51.0,480,2022
2022-04-29,多,,243,97,195,16599,移動停利,16.0,130,2022
2022-05-03,空,,242,97,194,16483,移動停利,14.0,110,2022
2022-05-04,多,,228,91,182,16554,尾盤出場,-34.0,-370,2022
2022-05-05,空,,239,96,191,16731,移動停利,66.0,630,2022
2022-05-06,空,,245,98,196,16291,尾盤出場,-64.0,-670,2022
2022-05-09,空,,256,102,205,16140,移動停利,86.0,830,2022
2022-05-10,多,,261,105,209,15850,移動停利,133.0,1300,2022
2022-05-11,空,,262,105,210,15938,移動停利,11.0,80,2022
2022-05-12,多,,281,113,225,15840,移動停利,30.0,270,2022
2022-05-13,多,,276,110,220,15810,移動停利,11.0,80,2022
2022-05-16,多,,255,102,204,16030,停損,-102.0,-1050,2022
2022-05-17,多,,258,103,207,15995,移動停利,67.0,640,2022
2022-05-18,多,是,245,98,196,16186,尾盤出場,115.0,1120,2022
2022-05-19,空,,266,106,212,15871,移動停利,31.0,280,2022
2022-05-20,多,,265,106,212,16077,移動停利,48.0,450,2022
2022-05-23,空,,267,107,214,16220,移動停利,124.0,1210,2022
2022-05-24,空,,276,110,221,16120,尾盤出場,193.0,1900,2022
2022-05-25,多,,273,109,219,16015,移動停利,43.0,400,2022
2022-05-26,空,,262,105,209,16152,移動停利,92.0,890,2022
2022-05-27,多,,259,103,207,16139,尾盤出場,90.0,870,2022
2022-05-30,多,,261,105,209,16443,移動停利,78.0,750,2022
2022-05-31,多,,269,108,215,16507,尾盤出場,172.0,1690,2022
2022-06-01,多,,252,101,201,16660,移動停利,75.0,720,2022
2022-06-02,多,,246,98,197,16553,移動停利,12.0,90,2022
2022-06-06,空,,245,98,196,16583,移動停利,100.0,970,2022
2022-06-07,空,,246,99,197,16482,移動停利,56.0,530,2022
2022-06-08,多,,246,98,196,16588,移動停利,85.0,820,2022
2022-06-09,多,,220,88,176,16576,尾盤出場,-4.0,-70,2022
2022-06-10,多,,220,88,176,16392,移動停利,71.0,680,2022
2022-06-13,空,,240,96,192,16052,移動停利,39.0,360,2022
2022-06-14,空,,239,96,191,15911,移動停利,50.0,470,2022
2022-06-15,多,是,231,92,185,16065,移動停利,11.0,80,2022
2022-06-16,空,,262,105,209,15740,停利,209.0,2060,2022
2022-06-17,多,,260,104,208,15245,移動停利,35.0,320,2022
2022-06-20,空,,254,101,203,15177,移動停利,144.0,1410,2022
2022-06-21,空,,258,103,207,15159,移動停利,24.0,210,2022
2022-06-22,空,,272,109,217,15286,移動停利,132.0,1290,2022
2022-06-23,空,,286,114,229,15052,移動停利,106.0,1030,2022
2022-06-24,多,,288,115,230,15100,移動停利,18.0,150,2022
2022-06-27,多,,298,119,239,15249,移動停利,131.0,1280,2022
2022-06-28,空,,296,119,237,15258,移動停利,142.0,1390,2022
2022-06-29,多,,303,121,242,15043,移動停利,51.0,480,2022
2022-06-30,空,,316,126,253,14883,移動停利,183.0,1800,2022
2022-07-01,空,,323,129,258,14636,停利,258.0,2550,2022
2022-07-04,空,,327,131,261,14175,移動停利,32.0,290,2022
2022-07-05,空,,352,141,281,14345,停利,281.0,2780,2022
2022-07-06,空,,330,132,264,14160,移動停利,90.0,870,2022
2022-07-07,空,,344,138,275,13987,移動停利,135.0,1320,2022
2022-07-08,多,,347,139,278,14400,移動停利,65.0,620,2022
2022-07-11,空,,343,137,274,14416,移動停利,139.0,1360,2022
2022-07-12,空,,348,139,279,14103,移動停利,233.0,2300,2022
2022-07-13,多,,356,142,285,14258,移動停利,41.0,380,2022
2022-07-14,多,,364,145,291,14240,移動停利,177.0,1740,2022
2022-07-15,空,,354,142,283,14402,移動停利,49.0,460,2022
2022-07-18,多,,353,141,282,14580,移動停利,66.0,630,2022
2022-07-19,多,,349,140,280,14575,移動停利,102.0,990,2022
2022-07-20,空,是,337,135,269,14845,尾盤出場,133.0,1300,2022
2022-07-21,空,,310,124,248,14595,停損,-124.0,-1270,2022
2022-07-22,多,,298,119,238,14799,移動停利,29.0,260,2022
2022-07-25,多,,277,111,221,14763,移動停利,62.0,590,2022
2022-07-26,多,,260,104,208,14766,停損,-104.0,-1070,2022
2022-07-27,空,,240,96,192,14669,移動停利,34.0,310,2022
2022-07-28,空,,230,92,184,14911,移動停利,105.0,1020,2022
2022-07-29,空,,222,89,177,14927,移動停利,37.0,340,2022
2022-08-01,多,,201,80,161,14926,尾盤出場,-54.0,-570,2022
2022-08-02,空,,190,76,152,14702,移動停利,93.0,900,2022
2022-08-03,多,,177,71,141,14681,尾盤出場,-4.0,-70,2022
2022-08-04,多,,180,72,144,14690,移動停利,12.0,90,2022
2022-08-05,多,,192,77,154,14881,尾盤出場,129.0,1260,2022
2022-08-08,空,,189,76,152,14910,停損,-76.0,-790,2022
2022-08-09,多,,188,75,151,14914,停利,151.0,1480,2022
2022-08-10,多,,187,75,150,14883,移動停利,42.0,390,2022
2022-08-11,空,,201,80,161,15112,尾盤出場,-71.0,-740,2022
2022-08-12,多,,199,79,159,15242,尾盤出場,32.0,290,2022
2022-08-15,空,,200,80,160,15341,移動停利,11.0,80,2022
2022-08-16,多,,191,77,153,15419,移動停利,11.0,80,2022
2022-08-17,多,是,184,74,147,15435,尾盤出場,17.0,140,2022
2022-08-18,多,,189,76,151,15267,尾盤出場,51.0,480,2022
2022-08-19,多,,189,76,151,15312,移動停利,74.0,710,2022
2022-08-22,多,,183,73,146,15194,移動停利,36.0,330,2022
2022-08-23,多,,184,74,147,15078,移動停利,11.0,80,2022
2022-08-24,空,,175,70,140,15077,移動停利,70.0,670,2022
2022-08-25,多,,163,65,130,15149,移動停利,56.0,530,2022
2022-08-26,空,,165,66,132,15271,尾盤出場,30.0,270,2022
2022-08-29,空,,184,73,147,14803,移動停利,21.0,180,2022
2022-08-30,多,,183,73,147,14864,移動停利,30.0,270,2022
2022-08-31,多,,180,72,144,14864,移動停利,54.0,510,2022
2022-09-01,空,,197,79,158,14738,移動停利,24.0,210,2022
2022-09-02,空,,200,80,160,14731,移動停利,83.0,800,2022
2022-09-05,空,,206,83,165,14578,停損,-83.0,-860,2022
2022-09-06,空,,217,87,174,14702,移動停利,127.0,1240,2022
2022-09-07,空,,223,89,178,14422,移動停利,71.0,680,2022
2022-09-08,空,,227,91,182,14439,移動停利,30.0,270,2022
2022-09-12,空,,233,93,186,14755,尾盤出場,-45.0,-480,2022
2022-09-13,空,,231,93,185,14883,移動停利,36.0,330,2022
2022-09-14,多,,253,101,202,14497,移動停利,108.0,1050,2022
2022-09-15,多,,250,100,200,14595,移動停利,100.0,970,2022
2022-09-16,空,,252,101,202,14474,尾盤出場,-11.0,-140,2022
2022-09-19,空,,230,92,184,14536,移動停利,63.0,600,2022
2022-09-20,空,,228,91,183,14505,移動停利,21.0,180,2022
2022-09-21,空,是,221,88,177,14476,尾盤出場,75.0,720,2022
2022-09-22,空,,217,87,174,14179,移動停利,71.0,680,2022
2022-09-23,多,,217,87,173,14219,停損,-87.0,-900,2022
2022-09-26,空,,232,93,186,13913,移動停利,92.0,890,2022
2022-09-27,空,,226,90,181,13829,移動停利,74.0,710,2022
2022-09-28,空,,230,92,184,13781,停利,184.0,1810,2022
2022-09-29,多,,231,92,185,13664,停損,-92.0,-950,2022
2022-09-30,多,,227,91,182,13377,移動停利,53.0,500,2022
2022-10-03,多,,234,94,187,13260,移動停利,164.0,1610,2022
2022-10-04,多,,225,90,180,13572,尾盤出場,22.0,190,2022
2022-10-05,多,,235,94,188,13760,移動停利,104.0,1010,2022
2022-10-06,空,,233,93,186,13888,移動停利,54.0,510,2022
2022-10-07,多,,234,93,187,13784,移動停利,14.0,110,2022
2022-10-11,空,,266,107,213,13244,尾盤出場,154.0,1510,2022
2022-10-12,空,,266,106,213,13045,移動停利,50.0,470,2022
2022-10-13,空,,264,105,211,13023,移動停利,151.0,1480,2022
2022-10-14,空,,277,111,222,13128,移動停利,34.0,310,2022
2022-10-17,空,,275,110,220,12959,移動停利,118.0,1150,2022
2022-10-18,空,,280,112,224,13144,移動停利,132.0,1290,2022
2022-10-19,多,是,269,108,215,13139,停損,-108.0,-1110,2022
2022-10-20,空,,278,111,223,12768,移動停利,86.0,830,2022
2022-10-21,空,,273,109,219,12900,移動停利,20.0,170,2022
2022-10-24,空,,280,112,224,13060,移動停利,80.0,770,2022
2022-10-25,空,,279,111,223,12878,停利,223.0,2200,2022
2022-10-26,多,,270,108,216,12738,移動停利,75.0,720,2022
2022-10-27,多,,278,111,222,12917,移動停利,47.0,440,2022
2022-10-28,多,,279,112,223,12885,移動停利,10.0,70,2022
2022-10-31,空,,252,101,202,12856,停損,-101.0,-1040,2022
2022-11-01,多,,252,101,202,12986,移動停利,89.0,860,2022
2022-11-02,多,,238,95,191,13047,移動停利,36.0,330,2022
2022-11-03,多,,228,91,182,12896,移動停利,54.0,510,2022
2022-11-04,空,,217,87,173,12870,停損,-87.0,-900,2022
2022-11-07,空,,219,88,175,13133,移動停利,17.0,140,2022
2022-11-08,多,,216,87,173,13325,移動停利,45.0,420,2022
2022-11-09,多,,212,85,170,13467,尾盤出場,120.0,1170,2022
2022-11-10,空,,211,84,169,13518,移動停利,37.0,340,2022
2022-11-11,空,,230,92,184,13933,移動停利,17.0,140,2022
2022-11-14,空,,219,87,175,14113,移動停利,13.0,100,2022
2022-11-15,多,,239,95,191,14267,停利,191.0,1880,2022
2022-11-16,空,是,235,94,188,14586,移動停利,115.0,1120,2022
2022-11-17,空,,234,94,187,14445,移動停利,68.0,650,2022
2022-11-18,多,,235,94,188,14582,移動停利,79.0,760,2022
2022-11-21,空,,231,92,185,14475,移動停利,40.0,370,2022
2022-11-22,空,,236,94,189,14413,移動停利,14.0,110,2022
2022-11-23,空,,230,92,184,14596,移動停利,33.0,300,2022
2022-11-24,空,,230,92,184,14677,停損,-92.0,-950,2022
2022-11-25,空,,220,88,176,14743,移動停利,19.0,160,2022
2022-11-28,空,,227,91,182,14461,停損,-91.0,-940,2022
2022-11-29,多,,225,90,180,14527,尾盤出場,129.0,1260,2022
2022-11-30,多,,231,92,185,14660,移動停利,57.0,540,2022
2022-12-01,多,,212,85,169,15077,移動停利,22.0,190,2022
2022-12-02,多,,212,85,169,14883,移動停利,56.0,530,2022
2022-12-05,多,,192,77,153,14925,移動停利,101.0,980,2022
2022-12-06,空,,196,78,157,14835,移動停利,29.0,260,2022
2022-12-07,多,,196,78,157,14654,移動停利,106.0,1030,2022
2022-12-08,空,,193,77,155,14537,移動停利,104.0,1010,2022
2022-12-09,多,,202,81,162,14639,移動停利,63.0,600,2022
2022-12-12,空,,206,82,165,14582,移動停利,77.0,740,2022
2022-12-13,空,,210,84,168,14625,移動停利,47.0,440,2022
2022-12-14,多,,212,85,169,14635,移動停利,57.0,540,2022
2022-12-15,多,,215,86,172,14658,移動停利,34.0,310,2022
2022-12-16,多,,217,87,174,14451,移動停利,23.0,200,2022
2022-12-19,多,,208,83,166,14406,移動停利,59.0,560,2022
2022-12-20,空,,215,86,172,14363,停利,172.0,1690,2022
2022-12-21,多,是,201,81,161,14235,移動停利,23.0,200,2022
2022-12-22,多,,204,82,164,14329,尾盤出場,44.0,410,2022
2022-12-23,多,,211,84,168,14176,移動停利,29.0,260,2022
2022-12-26,空,,196,79,157,14194,尾盤出場,-49.0,-520,2022
2022-12-27,多,,194,77,155,14344,移動停利,28.0,250,2022
2022-12-28,空,,195,78,156,14157,移動停利,67.0,640,2022
2022-12-29,空,,191,77,153,13960,停損,-77.0,-800,2022
2022-12-30,多,,188,75,151,14199,尾盤出場,-64.0,-670,2022
2023-01-03,空,,196,78,157,14027,移動停利,55.0,520,2023
2023-01-04,多,,187,75,150,14215,移動停利,36.0,330,2023
2023-01-05,多,,189,76,151,14345,移動停利,10.0,70,2023
2023-01-06,多,,177,71,141,14297,移動停利,30.0,270,2023
2023-01-09,多,,197,79,158,14638,尾盤出場,124.0,1210,2023
2023-01-10,多,,181,72,145,14786,移動停利,23.0,200,2023
2023-01-11,空,,182,73,145,14851,移動停利,85.0,820,2023
2023-01-12,空,,178,71,143,14822,移動停利,87.0,840,2023
2023-01-13,空,,178,71,143,14991,停利,143.0,1400,2023
2023-01-16,空,,186,74,149,14929,停損,-74.0,-770,2023
2023-01-17,空,,180,72,144,14911,尾盤出場,-18.0,-210,2023
2023-01-30,空,,208,83,167,15457,移動停利,73.0,700,2023
2023-01-31,空,,210,84,168,15435,停利,168.0,1650,2023
2023-02-01,空,,206,83,165,15346,移動停利,29.0,260,2023
2023-02-02,多,,201,80,161,15555,停損,-80.0,-830,2023
2023-02-03,空,,204,82,164,15531,停損,-82.0,-850,2023
2023-02-06,空,,206,82,165,15451,移動停利,20.0,170,2023
2023-02-07,多,,203,81,162,15401,移動停利,26.0,230,2023
2023-02-08,多,,190,76,152,15515,移動停利,89.0,860,2023
2023-02-09,多,,189,76,151,15554,移動停利,18.0,150,2023
2023-02-10,空,,185,74,148,15537,尾盤出場,-42.0,-450,2023
2023-02-13,空,,186,74,149,15506,移動停利,55.0,520,2023
2023-02-14,空,,179,71,143,15618,移動停利,10.0,70,2023
2023-02-15,多,是,186,75,149,15533,停損,-75.0,-780,2023
2023-02-16,多,,196,78,157,15478,移動停利,101.0,980,2023
2023-02-17,多,,162,65,130,15449,停損,-65.0,-680,2023
2023-02-20,多,,162,65,130,15404,停利,130.0,1270,2023
2023-02-21,空,,158,63,126,15480,停損,-63.0,-660,2023
2023-02-22,多,,158,63,127,15370,停損,-63.0,-660,2023
2023-02-23,多,,168,67,135,15489,停利,135.0,1320,2023
2023-02-24,空,,166,66,133,15624,尾盤出場,81.0,780,2023
2023-03-01,多,,176,71,141,15384,停利,141.0,1380,2023
2023-03-02,空,,173,69,138,15548,移動停利,93.0,900,2023
2023-03-03,空,,177,71,141,15606,移動停利,18.0,150,2023
2023-03-06,空,,186,74,149,15716,停損,-74.0,-770,2023
2023-03-07,多,,186,74,149,15790,尾盤出場,83.0,800,2023
2023-03-08,多,,186,75,149,15774,移動停利,14.0,110,2023
2023-03-09,空,,174,70,140,15841,移動停利,70.0,670,2023
2023-03-10,空,,183,73,146,15577,移動停利,105.0,1020,2023
2023-03-13,空,,185,74,148,15444,移動停利,79.0,760,2023
2023-03-14,多,,187,75,149,15372,移動停利,12.0,90,2023
2023-03-15,多,是,194,78,155,15485,移動停利,27.0,240,2023
2023-03-16,多,,196,79,157,15260,移動停利,25.0,220,2023
2023-03-17,多,,190,76,152,15325,移動停利,35.0,320,2023
2023-03-20,空,,188,75,150,15438,移動停利,54.0,510,2023
2023-03-21,空,,182,73,146,15452,尾盤出場,-4.0,-70,2023
2023-03-22,多,,188,75,151,15593,尾盤出場,113.0,1100,2023
2023-03-23,多,,192,77,154,15728,移動停利,118.0,1150,2023
2023-03-24,空,,185,74,148,15866,移動停利,32.0,290,2023
2023-03-27,空,,183,73,147,15847,移動停利,34.0,310,2023
2023-03-28,空,,185,74,148,15777,移動停利,96.0,930,2023
2023-03-29,多,,187,75,149,15745,移動停利,22.0,190,2023
2023-03-30,空,,173,69,138,15811,移動停利,30.0,270,2023
2023-03-31,多,,169,68,135,15922,移動停利,23.0,200,2023
2023-04-06,空,,166,66,133,15743,移動停利,22.0,190,2023
2023-04-07,多,,161,64,129,15858,尾盤出場,-39.0,-420,2023
2023-04-10,空,,150,60,120,15829,尾盤出場,-24.0,-270,2023
2023-04-11,多,,147,59,117,15878,移動停利,65.0,620,2023
2023-04-12,空,,144,58,116,15943,移動停利,57.0,540,2023
2023-04-13,空,,143,57,114,15834,停損,-57.0,-600,2023
2023-04-14,多,,136,54,109,15888,移動停利,87.0,840,2023
2023-04-17,多,,130,52,104,15924,移動停利,14.0,110,2023
2023-04-18,空,,129,52,103,15928,移動停利,20.0,170,2023
2023-04-19,空,是,133,53,107,15891,停利,107.0,1040,2023
2023-04-20,空,,129,52,103,15711,停損,-52.0,-550,2023
2023-04-21,多,,132,53,106,15764,停損,-53.0,-560,2023
2023-04-24,多,,131,53,105,15566,移動停利,69.0,660,2023
2023-04-25,空,,142,57,114,15630,停利,114.0,1110,2023
2023-04-26,空,,137,55,110,15372,移動停利,40.0,370,2023
2023-04-27,空,,140,56,112,15332,停損,-56.0,-590,2023
2023-04-28,多,,145,58,116,15532,移動停利,44.0,410,2023
2023-05-02,多,,144,57,115,15641,停損,-57.0,-600,2023
2023-05-03,多,,145,58,116,15566,尾盤出場,-16.0,-190,2023
2023-05-04,多,,146,58,117,15520,尾盤出場,85.0,820,2023
2023-05-05,多,,142,57,113,15649,移動停利,27.0,240,2023
2023-05-08,多,,144,58,115,15763,停損,-58.0,-610,2023
2023-05-09,多,,143,57,114,15725,停損,-57.0,-600,2023
2023-05-10,空,,142,57,113,15678,移動停利,61.0,580,2023
2023-05-11,空,,145,58,116,15652,停利,116.0,1130,2023
2023-05-12,多,,143,57,114,15455,移動停利,84.0,810,2023
2023-05-15,多,,142,57,113,15450,移動停利,38.0,350,2023
2023-05-16,多,,136,54,109,15624,移動停利,79.0,760,2023
2023-05-17,多,是,149,60,119,15730,停利,119.0,1160,2023
2023-05-18,空,,147,59,118,15994,移動停利,14.0,110,2023
2023-05-19,空,,142,57,114,16125,移動停利,37.0,340,2023
2023-05-22,多,,138,55,111,16134,尾盤出場,-17.0,-200,2023
2023-05-23,空,,139,56,111,16129,移動停利,36.0,330,2023
2023-05-24,空,,139,56,111,16046,移動停利,21.0,180,2023
2023-05-25,空,,142,57,113,16130,停損,-57.0,-600,2023
2023-05-26,多,,150,60,120,16380,移動停利,56.0,530,2023
2023-05-29,空,,158,63,126,16605,移動停利,24.0,210,2023
2023-05-30,多,,153,61,122,16593,停損,-61.0,-640,2023
2023-05-31,多,,151,60,121,16583,停損,-60.0,-630,2023
2023-06-01,多,,148,59,118,16461,移動停利,37.0,340,2023
2023-06-02,多,,160,64,128,16597,停利,128.0,1250,2023
2023-06-05,空,,153,61,122,16691,停損,-61.0,-640,2023
2023-06-06,多,,140,56,112,16704,移動停利,23.0,200,2023
2023-06-07,多,,142,57,114,16802,尾盤出場,87.0,840,2023
2023-06-08,多,,151,60,121,16856,停損,-60.0,-630,2023
2023-06-09,多,,158,63,127,16821,移動停利,45.0,420,2023
2023-06-12,空,,156,63,125,16934,尾盤出場,-7.0,-100,2023
2023-06-13,多,,171,68,137,17122,移動停利,74.0,710,2023
2023-06-14,多,,167,67,133,17200,尾盤出場,2.0,-10,2023
2023-06-15,空,,159,64,127,17238,停損,-64.0,-670,2023
2023-06-16,空,,154,61,123,17286,移動停利,51.0,480,2023
2023-06-19,多,,156,62,125,17198,移動停利,68.0,650,2023
2023-06-20,空,,157,63,125,17195,移動停利,69.0,660,2023
2023-06-21,空,是,157,63,126,17155,停損,-63.0,-660,2023
2023-06-26,多,,167,67,134,16904,尾盤出場,-27.0,-300,2023
2023-06-27,空,,172,69,138,16780,移動停利,17.0,140,2023
2023-06-28,空,,172,69,137,16783,移動停利,51.0,480,2023
2023-06-29,多,,177,71,141,16925,停損,-71.0,-740,2023
2023-06-30,多,,172,69,138,16732,移動停利,16.0,130,2023
2023-07-03,多,,178,71,142,16928,移動停利,82.0,790,2023
2023-07-04,多,,180,72,144,17045,尾盤出場,59.0,560,2023
2023-07-05,空,,166,66,133,17073,移動停利,44.0,410,2023
2023-07-06,多,,183,73,146,16874,停損,-73.0,-760,2023
2023-07-07,多,,185,74,148,16610,停損,-74.0,-770,2023
2023-07-10,多,,190,76,152,16690,移動停利,27.0,240,2023
2023-07-11,多,,204,82,163,16777,移動停利,41.0,380,2023
2023-07-12,空,,201,80,161,16840,停損,-80.0,-830,2023
2023-07-13,多,,217,87,174,17148,停損,-87.0,-900,2023
2023-07-14,空,,204,82,163,17187,移動停利,24.0,210,2023
2023-07-17,多,,200,80,160,17255,移動停利,70.0,670,2023
2023-07-18,多,,209,84,167,17341,停損,-84.0,-870,2023
2023-07-19,空,是,209,84,167,17266,移動停利,61.0,580,2023
2023-07-20,多,,208,83,166,17061,移動停利,69.0,660,2023
2023-07-21,多,,212,85,170,16888,移動停利,76.0,730,2023
2023-07-24,空,,214,86,171,16928,移動停利,42.0,390,2023
2023-07-25,多,,222,89,177,17110,移動停利,58.0,550,2023
2023-07-26,空,,207,83,166,17163,移動停利,57.0,540,2023
2023-07-27,多,,207,83,165,17235,尾盤出場,-11.0,-140,2023
2023-07-28,多,,205,82,164,17181,移動停利,98.0,950,2023
2023-07-31,空,,208,83,166,17392,停利,166.0,1630,2023
2023-08-01,空,,209,84,167,17158,移動停利,48.0,450,2023
2023-08-02,多,,212,85,170,17130,移動停利,12.0,90,2023
2023-08-04,多,,207,83,166,16778,移動停利,65.0,620,2023
2023-08-07,多,,213,85,171,16879,移動停利,123.0,1200,2023
2023-08-08,空,,216,86,173,16968,停利,173.0,1700,2023
2023-08-09,多,,210,84,168,16842,移動停利,73.0,700,2023
2023-08-10,空,,220,88,176,16757,移動停利,153.0,1500,2023
2023-08-11,多,,211,84,169,16729,停損,-84.0,-870,2023
2023-08-14,空,,222,89,178,16516,停利,178.0,1750,2023
2023-08-15,多,,216,87,173,16490,移動停利,30.0,270,2023
2023-08-16,多,是,217,87,173,16335,移動停利,58.0,550,2023
2023-08-17,多,,226,90,181,16268,停利,181.0,1780,2023
2023-08-18,多,,230,92,184,16430,移動停利,91.0,880,2023
2023-08-21,空,,214,86,171,16422,移動停利,74.0,710,2023
2023-08-22,空,,216,86,173,16480,移動停利,80.0,770,2023
2023-08-23,多,,201,80,161,16431,移動停利,72.0,690,2023
2023-08-24,空,,207,83,166,16728,移動停利,11.0,80,2023
2023-08-25,空,,217,87,174,16547,移動停利,25.0,220,2023
2023-08-28,多,,207,83,166,16503,移動停利,21.0,180,2023
2023-08-29,空,,209,84,167,16559,移動停利,86.0,830,2023
2023-08-30,多,,201,80,161,16761,尾盤出場,-36.0,-390,2023
2023-08-31,空,,197,79,158,16673,移動停利,29.0,260,2023
2023-09-01,多,,183,73,147,16642,移動停利,65.0,620,2023
2023-09-04,多,,184,74,147,16666,尾盤出場,109.0,1060,2023
2023-09-05,多,,180,72,144,16737,尾盤出場,17.0,140,2023
2023-09-06,空,,167,67,133,16755,移動停利,24.0,210,2023
2023-09-07,多,,162,65,129,16614,移動停利,26.0,230,2023
2023-09-08,空,,159,64,127,16480,停損,-64.0,-670,2023
2023-09-11,空,,163,65,130,16547,停利,130.0,1270,2023
2023-09-12,空,,164,66,131,16451,移動停利,18.0,150,2023
2023-09-13,多,,156,62,125,16588,移動停利,37.0,340,2023
2023-09-14,多,,150,60,120,16706,停利,120.0,1170,2023
2023-09-15,空,,149,60,119,16837,停損,-60.0,-630,2023
2023-09-18,多,,151,60,121,16761,移動停利,15.0,120,2023
2023-09-19,空,,150,60,120,16680,移動停利,17.0,140,2023
2023-09-20,空,是,149,60,119,16584,停損,-60.0,-630,2023
2023-09-21,空,,158,63,127,16420,停利,127.0,1240,2023
2023-09-22,多,,158,63,126,16256,移動停利,79.0,760,2023
2023-09-25,多,,163,65,131,16382,移動停利,89.0,860,2023
2023-09-26,多,,170,68,136,16402,停損,-68.0,-710,2023
2023-09-27,多,,166,67,133,16275,移動停利,39.0,360,2023
2023-09-28,多,,168,67,135,16400,移動停利,15.0,120,2023
2023-10-02,多,,171,68,136,16536,移動停利,54.0,510,2023
2023-10-03,多,,168,67,135,16508,移動停利,25.0,220,2023
2023-10-04,空,,178,71,142,16251,移動停利,67.0,640,2023
2023-10-05,多,,176,70,141,16320,停利,141.0,1380,2023
2023-10-06,多,,175,70,140,16533,尾盤出場,-4.0,-70,2023
2023-10-11,空,,181,73,145,16766,移動停利,84.0,810,2023
2023-10-12,空,,182,73,145,16765,停損,-73.0,-760,2023
2023-10-13,多,,182,73,145,16760,移動停利,27.0,240,2023
2023-10-16,空,,175,70,140,16641,移動停利,18.0,150,2023
2023-10-17,空,,174,70,139,16751,尾盤出場,100.0,970,2023
2023-10-18,空,是,180,72,144,16596,停利,144.0,1410,2023
2023-10-19,多,,176,70,141,16404,移動停利,61.0,580,2023
2023-10-20,空,,183,73,147,16344,移動停利,69.0,660,2023
2023-10-23,多,,185,74,148,16362,停損,-74.0,-770,2023
2023-10-24,空,,182,73,145,16235,移動停利,67.0,640,2023
2023-10-25,多,,181,73,145,16388,移動停利,72.0,690,2023
2023-10-26,多,,186,75,149,16155,停損,-75.0,-780,2023
2023-10-27,多,,180,72,144,16179,移動停利,18.0,150,2023
2023-10-30,多,,182,73,146,16192,移動停利,12.0,90,2023
2023-10-31,空,,177,71,141,16145,停利,141.0,1380,2023
2023-11-01,空,,177,71,141,16093,移動停利,95.0,920,2023
2023-11-02,多,,193,77,155,16290,尾盤出場,98.0,950,2023
2023-11-03,多,,192,77,154,16494,移動停利,23.0,200,2023
2023-11-06,多,,198,79,159,16683,移動停利,28.0,250,2023
